,keyword,importance,total_importance
243,"car carvana, essentials package, carvana, car, cars",0.3846-0.275-0.2632-0.2614-0.2511,1.44
244,"return car, defective car, defective egr valve, check engine light, return",0.4702-0.3544-0.335-0.3154-0.3118,1.79
245,"repairs, european vehicle, mechanic, inspection, bad brakes rotters tires",0.3706-0.3401-0.3077-0.2932-0.2931,1.6
246,"carvana, local ram dealer, remote start, day return policy nothing, vehicle",0.5015-0.4666-0.3942-0.3619-0.3335,2.06
247,"carvana, dodge caravan, loan, caravan, cavana",0.5003-0.4339-0.4143-0.414-0.3952,2.16
248,"certified check, deadline, pickup date, bank information, downpayment",0.3812-0.365-0.3468-0.3308-0.2975,1.72
249,"warranty company, warranty, purchased vehicle, mechanic, problems",0.5874-0.554-0.4376-0.3268-0.3206,2.23
250,"exchange car, purchase carvana, car carvana, shop carvana, exchange process",0.5776-0.4976-0.4376-0.4089-0.4053,2.33
251,"numerous significant dents, significant imperfections, dents, scratches, vehicle purchase",0.4836-0.3707-0.3591-0.3405-0.3255,1.88
252,"inspection, point inspection checklist, repair cost, rotors, normal rotors",0.4498-0.4057-0.3973-0.3514-0.3484,1.95
253,"co - signer, co - buyer, co signer, bought car, register",0.4986-0.4704-0.4378-0.3061-0.2661,1.98
254,"lease buyout paperwork, lease, title transfer, carvana offer, month lease",0.5303-0.4231-0.4132-0.4024-0.3805,2.15
255,"refund, purchase vehicle, insurance, vehicle money, vehicle carvana",0.4539-0.3998-0.3895-0.3403-0.2962,1.88
256,"refund, refunded, ach withdrawal, chrysler pacifica, carvana",0.5371-0.475-0.4649-0.3862-0.3178,2.18
257,"new shipping time, delivery time, deadline error, delivery timing, refund",0.4623-0.42-0.4164-0.4061-0.4003,2.11
258,"* * * * f150 fx2, check engine light, * * * * f150, f150, check engine",0.544-0.5219-0.4424-0.439-0.4305,2.38
259,"purchased vehicle, vehicle carvana, fraudulent advertising, fraudulent, a2018 land rover discovery",0.4766-0.4144-0.4097-0.3615-0.3372,2.0
260,"timing chain repair, timing chain, warranty, months engine light, engine light",0.5543-0.3736-0.3517-0.3482-0.3274,1.96
261,"carvana, purchased vehicle, vehicle, car, day look",0.4393-0.3922-0.3222-0.2735-0.1924,1.62
262,"vehicle carvana, carvana rep, temporary plates, purchased vehicle, carvana",0.4579-0.4052-0.37-0.3683-0.3591,1.96
263,"temporary registration, compensation carvana, permanent registration, registration period, registration paperwork",0.4693-0.4688-0.3903-0.3682-0.367,2.06
264,"hour notice, insurance, policy today, car carvana, contract information",0.3663-0.3025-0.2806-0.2611-0.2567,1.47
265,"contacted carvana, shipping charges, vehicle carvana, ordered vehicle, customer service agent",0.4723-0.4001-0.3739-0.3554-0.3372,1.94
266,"paperwork carvana, carvana policy, inspection form, car carvana, manufacturer warranty",0.5656-0.4603-0.4238-0.4177-0.3815,2.25
267,"appraisal, car value, appraisal features, trade value, buy",0.4837-0.4777-0.47-0.4496-0.384,2.26
268,"insurance, delayed, full coverage insurance, new pickup date, customer support",0.4088-0.3571-0.3526-0.3241-0.318,1.76
269,"carvana employee, vehicle carvana, car battery, receipt, warranty company",0.3737-0.3726-0.3649-0.3396-0.3389,1.79
270,"car issues, bought car, 2nd car, car total, carvana care",0.4374-0.3906-0.3151-0.3112-0.3076,1.76
271,"exchange vehicle, return policy, car carvana, day return policy, carvana",0.5204-0.4815-0.475-0.4613-0.4244,2.36
272,"repair company, purchased vehicle, customer care advocate, dealership, customer service advocates",0.4662-0.4244-0.3988-0.3849-0.3845,2.06
273,"vehicle carvana, refund, car carvana, cancel, carvana representatives",0.4804-0.4611-0.4468-0.4286-0.4246,2.24
274,"warranty company, warranty, vehicle carvana, customer service rep, received vehicle",0.4593-0.4095-0.39-0.381-0.3754,2.02
275,"carvana, delaying, disability, severe medical complex disability, truck",0.391-0.3318-0.3154-0.2876-0.2719,1.6
276,"irs, deadline, tax documents, sudden carvana, carvana provided",0.3806-0.3803-0.38-0.3307-0.3279,1.8
277,"3rd party warranty, 3rd party warranty service, car carvana, carvana agent, factory warranty",0.5397-0.512-0.4647-0.4625-0.4546,2.43
278,"uber, insurance, vehicle, payment, cancel",0.3884-0.3748-0.2742-0.2663-0.26,1.56
279,"subpoena, carvana, carvanas, maricopa county superior court, deposition appearance requirements",0.5427-0.5376-0.4876-0.3509-0.3178,2.24
280,"filthy vehicle, carvana, mile car, vehicle, car",0.5335-0.4908-0.4626-0.445-0.3983,2.33
281,"car carvana, carvana, carvana march, car, said car",0.5471-0.4826-0.3992-0.3655-0.3119,2.11
282,"adown payment, financing, fraudulant act, consumer protection rights, finance charge",0.3571-0.3506-0.3504-0.3461-0.31,1.71
283,"carvana needs, carvana, carvana:1, bought car, comparable car",0.5134-0.5001-0.4706-0.4641-0.3597,2.31
284,"bumper, front bumper, gaps, vehicle carvana, gap",0.4825-0.4508-0.3995-0.3658-0.3531,2.05
285,"local dodge dealer, day warranty, warranty, dodge charger, carvana",0.363-0.3546-0.3445-0.3445-0.3416,1.75
286,"contacted carvana, carvana issues, carvana location, carvana, vehicle",0.5352-0.5182-0.4523-0.4517-0.4262,2.38
287,"contacted carvana, delivery delay, delivery delays, generic delivery delays, received vehicle",0.5198-0.497-0.4946-0.4439-0.4349,2.39
288,"defective tires, faulty tires, replacement tires, tire replacement, tire",0.5443-0.5401-0.5232-0.502-0.4057,2.52
289,"vehicle carvana, purchased vehicle, contacted carvana, lien release, registration paperwork",0.5131-0.5122-0.4625-0.3916-0.3902,2.27
290,"alfa dealership, alfa * * * * *, limited warranty, warranty, vegetable car",0.4483-0.4327-0.3891-0.3856-0.3234,1.98
291,"equifax credit alert, credit report, credit alert, carvana llc, identity theft",0.6438-0.5052-0.4945-0.4933-0.4222,2.56
292,"return, day return, financing, vehicle, carvana",0.4127-0.3302-0.3177-0.2806-0.2747,1.62
293,"buick envision, buick, temporary tag, expired, car",0.4348-0.3979-0.3504-0.2425-0.2202,1.65
294,"damaged tires, defective tires, tire replacement * * * * * *, second tire, tire replacement",0.6151-0.5715-0.5093-0.505-0.4856,2.69
295,"vehicle registration, registration carvana, car delivered, transfer registration, purchased vehicle",0.5175-0.4977-0.4686-0.4667-0.4663,2.42
296,"car carvana, bought car, car, carvana march 10th, car shop",0.5061-0.4846-0.4065-0.3997-0.3958,2.19
297,"exhaust, vents, manifold leak, rotten egg smell, smell changes",0.403-0.3853-0.3598-0.3569-0.3542,1.86
298,"car insurance, logistics issue, new delivery date, delivery date, different vehicle",0.3848-0.3651-0.3535-0.3356-0.2968,1.74
299,"months time frame battery, warranty company, warranty, battery, inspection",0.4839-0.4359-0.4046-0.3087-0.3022,1.94
300,"banks mobile deposit, check bounced, banks fraud team, mobile deposit, carvana",0.4891-0.4824-0.4745-0.4611-0.4027,2.31
301,"lawsuit, warranties, warranty, lemons, carvana",0.4032-0.4002-0.361-0.3213-0.3069,1.79
302,"carvana, trade vehicle, payment, finance, vehicle",0.3977-0.3555-0.3478-0.2761-0.1955,1.57
303,"3rd party warranty .maserati, 3rd party warranty, purchased vehicle, receipt, reimbursement",0.5679-0.4532-0.4269-0.4106-0.4082,2.27
304,"fraudulent name submissions, legal name change, name change, bank statement, carvana",0.5314-0.5112-0.4097-0.3512-0.3459,2.15
305,"vehicle carvana, covered repairs, blind spot monitoring issue, purchase carvana, day warranty",0.4685-0.4472-0.4447-0.4446-0.4302,2.24
306,"lexus, lexus standards, several lexus, vehicle carvana, dealership",0.4911-0.4474-0.4406-0.3979-0.3739,2.15
307,"purchase car, bought car, insurance documents, insurance info, refund",0.4323-0.4155-0.3913-0.3884-0.3655,1.99
308,"back guarantee, inspection cost, brake inspection, negligence, fraud",0.4197-0.4119-0.4091-0.4033-0.394,2.04
309,"contacted carvana, vehicle carvana, purchase vehicle, car purchase, delivery fee",0.5258-0.4601-0.4407-0.4179-0.4012,2.25
310,"refund, purchased vehicle, purchase vehicle, full refund, customer service",0.48-0.4503-0.4099-0.4027-0.3679,2.11
311,"pink pen marker, new paint, paint, fraud, genuine parts",0.4415-0.3983-0.3507-0.3387-0.3386,1.87
312,"pickup charges, smart car fortwo, tow truck, bank, carvana * *",0.4527-0.3811-0.3712-0.3479-0.3479,1.9
313,"car carvana, carvana, bought car, compensation, plates",0.3874-0.3034-0.2951-0.2909-0.2688,1.55
314,"refund, bank, loan, merchant, carvana",0.4838-0.378-0.3315-0.3275-0.2766,1.8
315,"ordered car, delays, purchased vehicle, car carvana, delayed",0.4643-0.4591-0.4219-0.4134-0.4089,2.17
316,"day money back guarantee, issue carvana, back guarantee, vehicle carvana, guarantee policy",0.4644-0.4569-0.4381-0.4271-0.4099,2.2
317,"loan check, car carvana, usaa, carvana, deliver",0.4686-0.3956-0.3671-0.3518-0.3494,1.93
318,"bridge crest, carvana, downpayment, bridge, loan",0.4303-0.4267-0.371-0.356-0.331,1.92
319,"new tires, tires, car carvana, silverrock, death wobble",0.4653-0.4205-0.4035-0.36-0.3598,2.01
320,"new delivery date, delivery date, cancel, new delivery, delivery",0.3724-0.3437-0.3097-0.2855-0.2849,1.6
321,"carvana resolution, carvana resolution team, vehicle carvana, turbo supercharge, carshield warranty",0.5593-0.5496-0.4905-0.4402-0.4124,2.45
322,"payment amount, payment, purchase online, audi q5, audi",0.473-0.4493-0.4247-0.373-0.3082,2.03
323,"financing contract, financing service, financing, finance manager name, payment",0.6132-0.5574-0.5417-0.4157-0.3966,2.52
324,"carvana denied, credit approval, fair credit reporting act, credit transaction, carvana",0.5299-0.503-0.4942-0.4064-0.3429,2.28
325,"carvana app, carvana, temporary registration, registration, temporary expiration date",0.5415-0.4985-0.4808-0.4118-0.391,2.32
326,"carvana, purchase car, transaction, refused, deal",0.4589-0.4404-0.3375-0.3146-0.2793,1.83
327,"carvana website, carvana, car, purchasing, base model",0.4287-0.4099-0.3303-0.3167-0.2712,1.76
328,"temporary registration, temporary operating plate, purchased vehicle, paperwork carvana, registration",0.5051-0.4337-0.4217-0.4145-0.4046,2.18
329,"vehicle delivery, interim vehicle, delays, continuous delays, delivery time",0.5722-0.554-0.5347-0.5007-0.4861,2.65
330,"several damages, damages * * * * *, damages, customer support, shipping payment",0.3963-0.3958-0.3531-0.3383-0.3117,1.8
331,"car carvana, shipping fee, carvana, shipping, financing",0.455-0.4396-0.3924-0.3863-0.3647,2.04
332,"refund, day refund, ordered car, payment, bank",0.4457-0.4335-0.3753-0.3407-0.2606,1.86
333,"refundable shipping fee, new monthly payment, payment, refundable shipping, payoff amount",0.449-0.4244-0.3911-0.3899-0.3898,2.04
334,"delete accounts, accounts, account, customer service representatives, customer service",0.6111-0.4489-0.3764-0.3649-0.3534,2.15
335,"payment status, contacted carvana, payment, delivery appointment, refundable shipping",0.4992-0.4146-0.3388-0.332-0.3254,1.91
336,"rust, black paint, creaky unsafe car, paint, car wash",0.4415-0.4244-0.3845-0.3424-0.3246,1.92
337,"significant chip, tiny chip, driver view, driver, chip",0.482-0.4652-0.4362-0.4214-0.4113,2.22
338,"contact carvana, carvana, * * * * * cx30, lease, contact",0.6266-0.4393-0.4368-0.4255-0.3053,2.23
339,"contacted carvana, transfer, carvana, pay, car",0.5257-0.4457-0.4149-0.327-0.2981,2.01
340,"identity verification, purchase vehicle, vehicle carvana, verification, mustang",0.5041-0.4927-0.4278-0.3902-0.376,2.19
341,"car carvana, reliable working car, factory warranty, defrost, carvana agent",0.4063-0.3815-0.3583-0.3353-0.3331,1.81
342,"powertrain malfunction, new engine, financing, loan, piston",0.3863-0.3752-0.3453-0.3282-0.3172,1.75
343,"original check, new check, refunded, loan disbursement, credit union",0.4377-0.3887-0.386-0.3741-0.3675,1.95
344,"ga dmv, late fees, ga, registered, temp plate",0.4012-0.3507-0.3486-0.3347-0.3287,1.76
345,"contacted carvana, car delivered, carvana, vehicle, * * * carvana",0.5206-0.4528-0.4275-0.4247-0.4032,2.23
346,"carvana price, car carvana, ordered car, carvana, carvana site",0.7092-0.5479-0.5242-0.4685-0.4517,2.7
347,"carvana, carvana states, payment, order, days",0.4673-0.4317-0.3422-0.2285-0.218,1.69
348,"bumper, rear bumper, car carvana, faulty vehicles, reputable auto repair shop",0.4634-0.4609-0.3932-0.3624-0.3243,2.0
349,"car carvana, purchase date, carvana october, carvana, car",0.5567-0.5508-0.4924-0.4306-0.4088,2.44
350,"dead alternator, alternator, carvana, rav4, * * * * * * rav4",0.5099-0.4611-0.4429-0.4347-0.4165,2.27
351,"purchased vehicle, vehicle repair, vehicle repairs, purchase vehicle, carfax report",0.5019-0.4553-0.4497-0.4153-0.4082,2.23
352,"expired temp plates, temp plates, plates, temp plates ...., state mvd",0.5663-0.4049-0.3833-0.3812-0.3428,2.08
353,"page phone bill, phone bill, refund, shipping charges, pages",0.5481-0.4236-0.3984-0.363-0.2786,2.01
354,"insurance, insurance company, car carvana, * * * insurance, insurance carrier",0.4939-0.4656-0.4601-0.4564-0.4514,2.33
355,"downpayment, shipping fee, payment, carvana, shipping",0.6306-0.4424-0.409-0.3533-0.3523,2.19
356,"phone april * * * * * delivery, vehicle monday april, expired, april, original date",0.4716-0.4598-0.3608-0.36-0.3478,2.0
357,"extended warranty, warranty, lower payment, car carvana, refund",0.5373-0.4321-0.4169-0.4083-0.3813,2.18
358,"refund, promised, $, money, .",0.5505-0.1797-0.1481-0.0297-0.0103,0.92
359,"carvana december, carvana, car, vehicle, turning",0.5169-0.4765-0.4023-0.4017-0.2774,2.07
360,"car carvana, inspection, carvana, carvanas, point inspection",0.5201-0.4895-0.4318-0.414-0.4018,2.26
361,"temporary tag, additional temporary tag, temporary, tag, * * * * mustang",0.5998-0.5933-0.3835-0.3701-0.3533,2.3
362,"warranty, new tires, tire, tires, vehicle swap",0.4151-0.4044-0.3561-0.3464-0.3379,1.86
363,"refund, carvana, cars products, received, waiting",0.5075-0.4328-0.3172-0.2413-0.2312,1.73
364,"warranty fee, extended warranty, refund, days warranty, warranty",0.5415-0.5218-0.5187-0.4465-0.4347,2.46
365,"car carvana, new insurance info, insurance info, carvana, new insurance",0.4533-0.4071-0.3882-0.3644-0.3327,1.95
366,"transmission, engine, entire engine, horrible customer service, customer service",0.3744-0.3655-0.361-0.3517-0.3083,1.76
367,"bald tires, tires, bald, normal wear, vw",0.5874-0.4236-0.3057-0.2725-0.2667,1.86
368,"purchased vehicle, refundable fee, refunded, scam, carvana nothing",0.5092-0.5012-0.4504-0.3608-0.3582,2.18
369,"car carvana, carvana representative, check carvana, carvana, march 29th carvana",0.4753-0.4427-0.4295-0.4249-0.4031,2.18
370,"car carvana, uber, refund, engine issues, carvana",0.4066-0.3989-0.3669-0.3508-0.3327,1.86
371,"purchase vehicle, vehicle insurance, caravana, loan, carvana",0.559-0.4507-0.4157-0.4112-0.3579,2.19
372,"rental car fee, rental car, rental fee, purchased vehicle, vehicle carvana",0.6031-0.4768-0.4635-0.4338-0.365,2.34
373,"warranty place, warranty, delivery driver, front bumper, vehicle",0.5002-0.4773-0.306-0.3044-0.283,1.87
374,"car condition, trade cars, inspection, carvana, imperfections",0.4784-0.3679-0.3447-0.3197-0.2915,1.8
375,"transaction, customer service, customer, purchase, purchase carvana",0.4095-0.3135-0.2925-0.2625-0.2513,1.53
376,"tire inspection, tire, warranty, tires, inspection",0.5645-0.4072-0.4072-0.3867-0.3583,2.12
377,"final payment, accounting error, carvana, payoff, payment",0.4192-0.4192-0.412-0.3755-0.3715,2.0
378,"carvana, drivers front fender, front fender, fender, vehicle",0.4841-0.4152-0.3874-0.3835-0.3669,2.04
379,"check engine, purchased vehicle, check engine light, engine light, malfunctioning",0.4228-0.4188-0.4169-0.2909-0.2903,1.84
380,"payments, bank statement, insurance, payment, buying process",0.3185-0.3149-0.3034-0.2698-0.2613,1.47
381,"transactions, paper check, bank, check carvana, america checking",0.3367-0.3339-0.327-0.3177-0.3118,1.63
382,"carvanas warranty, carvanas warranty guy, carvana insurance, car carvana, carvana lied",0.4974-0.4735-0.4398-0.4072-0.3748,2.19
383,"loan, refund, credit, payment, denied",0.4441-0.3611-0.333-0.3241-0.304,1.77
384,"current carvana customer, contacted carvana, financing, carvana customer, late payment",0.5189-0.4895-0.4703-0.4692-0.4036,2.35
385,"purchased vehicle, transaction notice, vehicle carvana, transaction email, transaction",0.5192-0.4648-0.4618-0.4154-0.4138,2.28
386,"purchase carvana, purchase car, financing, carvana, loan",0.5045-0.4642-0.4099-0.3177-0.3098,2.01
387,"tire, new tires, tires, god * * * * tire, carvana",0.5095-0.5089-0.4918-0.4821-0.2129,2.21
388,"carvana, road, car, others, us",0.5966-0.3611-0.3226-0.1741-0.174,1.63
